formula,A001,A002,A003,A004,A005,A006,A007,A008,A009,A010,A011,A012,A013,A014,A015,A016,A017,A018,A019,A020,A021,A022,A023,A024,A025,A026,A027,A028,A029,A030,A031,A032,A033,A034,A035,A036,A037,A038,A039,A040,A041,A042,A043,A044,A045,A046,A047,A048,A049,A050,A051,A052,A053,A054,A055,A056,A057,A058,A059,A060,A061,A062,A063,A064,A065,A066,A067,A068,A069,A070,A071,A072,A073,A074,A075,A076,A077,A078,A079,A080,A081,A082,A083,A084,A085,A086,A087,A088,A089,A090
C20H41N7O5S,0.0,0.0,0.0,1.015246286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13128898133333333,3.0329334786666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4246511626666667,0.18113207533333334,0.0,0.0,0.1251829266666667,0.0,0.0,1.6746949603333334,0.0,0.0,0.0,0.211778846,0.0,3.3134574466666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34256444,0.0,0.0,3.2125219426666667,0.0,0.0,1.3801612336666667,0.0,0.0,0.06756032166666666,0.0,0.0,0.0,0.0,1.0982125603333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9697158696666668,14.457027028333332,1.8360599863333331,3.9564037856666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21H26N2O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.206153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.94271782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.707255521,0.0,0.0,0.0,0.0,0.0,0.0,0.669150175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21H28O4,6.094939271,5.153075171,0.0,2.774589523,0.0,4.572222222,0.0,0.0,0.0,0.0,0.0,0.0,6.368047983,0.0,0.0,0.0,5.568916797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.157762097,6.2988,0.0,0.0,6.759903962,1.16928382,0.0,0.0,0.0,6.294711538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.16876228,0.0,7.64857324,0.0,0.0,0.0,0.0,0.0,6.003995902,0.0,0.0,10.53978066,6.149407783,0.0,0.0,5.434536082,13.25572859,0.0,0.0,0.0,0.0,10.26727438,0.0,0.0,3.048243243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.305532618,0.0,6.871993272,0.0,0.0,3.793617021
C21H28O5,1.599392713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.879351741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.60146284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5448654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.628928987,1.257259615,0.0,0.0,0.0,0.0,0.0,0.0
C21H30O3,0.31956815099999997,0.0,1.2247598720000001,3.6448006256666665,0.9149822696666666,0.0,0.2520251396666666,0.0,0.5156784493333334,0.0,0.0,0.0,0.5720828790000001,0.4937642586666667,0.0,0.0,0.0,0.39838056666666666,0.0,0.0,0.0,0.40990952166666667,0.4619883039999999,0.2572093023333333,0.682659479,0.0,0.0,0.0,0.0,1.499239696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5793448083333332,1.5966595593333333,2.650829875666667,0.0,0.0,0.0,0.5408723746666667,0.0,0.0,0.0,0.0,0.0,3.0385068763333334,0.0,1.6599239060000002,0.8230819246666666,0.2646648793333333,0.542111437,0.0,0.0,0.68227459,0.0,0.0,0.0,0.0,0.4927884616666667,1.0404519773333334,0.19506013733333333,0.0,0.9577878103333334,0.0,0.0,0.8330882353333333,1.2777575206666667,1.9231380336666666,1.801108801,0.2702027026666667,0.0,2.6871293376666667,1.0884015593333334,0.0,0.0,0.0,0.0,7.1290088633333335,0.0,0.0,0.0,0.0,0.916316232,0.0,0.881469115,0.566745469
C21H30O5,0.8691295545,0.0,0.0,0.521774824,0.0,1.3722993825,0.0,4.3089583335,3.3306157355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8941295545,1.144923858,0.0,3.955536332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7221488595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.607856745,0.0,1.8834024895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.919056975,0.0,5.48094483,0.0,0.0,0.0,0.0,0.866276803,2.034144467,0.0,0.0,0.0,0.0,0.0,0.0,3.3914948455,4.9520022245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.997195946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5530849825,0.0,0.0,5.40721681,0.0,0.0,0.0,1.3399527185
C21H32O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.88979167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.579354022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.14314574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.878752437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.18384845,0.0,0.0,0.0,0.0,3.644282744,0.0,0.0,0.0,0.0,0.0,0.0,11.06653846,0.0,0.0,8.41903376,0.0,0.0,9.024116931,0.0,0.0,0.0,0.0
C21H32O3,0.0,1.145102506,0.0,0.0,0.0,0.784876543,0.0,0.0,0.0,0.0,18.37337884,0.0,0.0,0.0,23.75971429,0.0,2.965934066,0.0,0.0,0.0,47.17439446,0.0,0.0,3.979534884,0.0,0.0,0.0,0.0,0.0,18.88763505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.71649084,0.0,16.74180498,0.0,19.55081967,0.0,4.973263328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.40786736,5.723967828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.45025773,0.0,0.0,0.0,0.0,71.70375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.88788898,0.0,75.4557596,145.912766
C21H32O4,0.0,0.921810934,4.32846851725,11.420699766,3.0222074475,0.0,3.4471717875,2.9364583325,0.0,1.98301937575,3.80665529,2.34573804575,1.74610141775,1.46121673,2.1484285715,1.3009239815,3.17421507,0.0,0.61852791875,0.0,4.02149654,0.0,0.0,5.1532325575,5.22028302,4.7517641125,6.654825,2.9364786575,0.0,4.3969687872500005,2.58795756,0.0,9.263463185,0.0,12.943689905,0.0,1.782925532,3.154997225,0.0,5.4934387975,2.9449226975,0.0,36.490989955,4.5629442637499995,2.84365499,1.2203519855,0.0,3.3731568175,2.34552809,2.1428290765,0.0,0.0,7.3538524075,6.6452815022500005,0.0,0.0,2.65570175425,0.0,3.85289855075,1.4773363177499998,0.0,2.251142132,4.303891225,1.902881356,9.70963273,0.0,10.6854683975,0.0,0.0,2.68742647,2.263331814,0.0,11.86060291025,7.4367567574999995,7.45858895625,9.6972870675,7.13070175475,0.0,0.0,19.2302884625,8.2961315275,6.491941983249999,2.7562281725,1.366766827,1.624793559,4.2718026797499995,3.45782169825,0.0,1.69369782975,4.23049645375
C21H34O3,6.962449395,0.737243736,0.0,8.278733385,0.0,0.0,3.399615922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.649921507,0.0,6.20423012,0.0,0.0,0.0,0.0,3.014232558,0.0,15.659727825000001,1.90095,0.0,0.0,0.0,2.2874005305,0.0,0.0,0.2125352115,1.316466346,0.0,0.0,0.0,0.0,0.0,2.125720309,0.0,0.0,1.7784329565,0.0,0.0,0.0,12.13885313,0.0,0.0,0.0,0.0,0.0,3.093941019,0.0,0.9670689655,0.0,0.0,0.0,0.0,0.0,1.4571912015,1.4079627405,0.0,0.0,0.0,0.0,0.0,0.0,2.4969485295,0.0,0.0,0.0,0.0,0.0,0.1088328075,3.2347953215,8.48278616,0.0,0.0,0.0,1.473650282,1.323370198,0.0,2.708794385,2.1536236295,0.0,0.0,1.278631052,0.0
C21H34O4,2.598178138,1.930296128,0.0,1.858639562,0.0,0.0,0.0,5.667291667,0.0,0.0,0.0,0.0,0.0,4.695741445,0.0,0.0,2.430141287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.494597839,6.59602122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.416188525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.772102161,0.0,10.50818009,0.0,0.0,0.0,0.0,0.0,3.333811475,0.0,0.0,5.272582253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.933529412,7.294895169,10.04568024,0.0,0.0,0.0,0.0,10.03684211,0.0,0.0,0.0,0.0,0.0,1.827939464,0.0,0.0,1.827222899,1.745248108,0.0,3.375125209,0.0
C21H34O5,2.394939271,2.550113895,5.586339381,3.071540266,0.0,5.49058642,0.0,16.67166667,5.627480046,4.305113025,0.0,7.401455301,4.82257361,5.041825095,5.658571429,0.0,4.591679749,0.0,5.847038917,3.754084864,0.0,0.0,8.407962213,1.203906977,0.0,0.0,8.1162,0.0,0.0,8.43877551,0.0,9.814661984,0.0,6.138873239,10.08461538,12.50294118,0.0,3.521710161,0.0,0.0,6.983696416,8.315368852,0.0,3.849353796,0.0,4.005234657,0.0,0.0,0.0,24.22554028,0.0,8.036842105,4.344148244,0.0,9.887507331,0.0,2.490448343,10.39441598,8.22,1.848181309,7.370488534,5.444670051,7.884194712,4.768474576,2.427706186,0.0,11.43690745,4.774277168,7.527074689,2.900294118,3.362898815,11.1387289,0.0,2.445202703,4.83803681,1.519684543,10.87397661,7.846850044,0.0,0.0,9.855029014,0.0,0.0,2.800528846,0.0,4.67228989,5.30765349,5.36831589,0.0,0.0
C23H36O7,0.977125506,0.0,0.0,0.3673182175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.894393112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.912903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5055851065,0.0,9.74339019,1.9881224065,0.0,0.0,0.0,2.4563408725,0.0,0.0,0.0,0.0,0.0,0.0,4.94553102,0.0,0.0,0.0,0.0,9.033620689500001,0.0,0.0,1.5939130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03442438,0.0,4.4326244815,0.0,0.0,0.0,0.0,0.0,8.0306748465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8254835995,1.8986203615,0.0,1.0486997635
C23H38N2O5,2.4849190285,3.1281321185,12.471611525,66.56211885,9.00212766,7.50655864,11.027513965,10.03375,2.81972634,7.526803015,4.476109215,7.52572765,6.5245910595000005,4.0449809885,8.31742857,3.3143637125,11.80635793,1.5393387315,24.83756345,2.5120962635,2.208564014,0.0,3.848245614,7.49023256,3.7675202155,6.475100805,6.39345,0.0,0.0,0.0,2.139310345,0.0,8.027054795,0.0,5.51766827,0.0,0.0,323.07451415,0.0,77.82541495,8.386296555,3.2206967215,15.770255475,8.5372778665,0.0,1.9615523465,0.0,8.078320655,3.017460674,0.0,0.0,7.127615725,7.202243175,7.35072386,3.6698533725,0.0,0.0,1.109707992,0.0,2.7228315615,2.376894317,4.730541455,23.511328125,12.617457625,3.2598582475,5.025083425,2.3424379235,21.520438685,2.2854771785,10.406360295,0.0,0.0,3.727754678,0.0,0.0,3.6065299685,12.95233918,40.29037267,0.0,2.55375,8.204448745,12.429693795,3.598079162,0.0,6.093270025,6.550121805,2.1597981495,0.0,7.836686143500001,4.2115839245
C23H38O4,24.181072871999998,5.4269931665,24.558697975,48.902228304,16.463430849999998,9.7240740735,11.835125697999999,18.23583333,3.7612884835,13.041603875,10.9133105795,14.249220375,7.5788440564999995,5.526387832499999,11.616285713,6.123351533,12.4532967035,1.614642375,22.3248730965,8.139518685,3.7233564015,0.0,16.3787449385,15.137162790000001,11.1549865255,6.893346775,9.84,24.622042685,0.0,1.213205282,0.0,7.868217735,9.147303082,22.216197185,4.3139423075,12.17079832,8.79630319,8.39433648,4.596055437,46.65435685,14.343183415,0.0,54.59657847,13.7641357015,0.0,5.8045126355,5.1575757575,0.0,1.7519325845,1.0445972495,0.0,13.26639188,5.325780234,10.791394101,20.577184752,14.80836207,2.920760234,1.393724385,0.0,3.343816452,2.0333000995,9.4115905245,12.9675180295,24.2359322,2.967783505,9.615850945,56.9251693,1.0782652045,0.0,11.5979779425,3.6201002735,45.29001986,6.7588357575,5.069189188999999,3.1551124745,5.1309463725,53.39736842,32.072981365,7.24226297,39.259182692,30.889700195,11.579613217,8.1213038415,35.083052885,9.576218001500001,8.9404384905,27.198948694,3.9716460515,21.234265444500004,18.150827421499997
C24H40O4,2.097975709,3.941002278,4.890288154,0.801485536,7.12606383,0.0,0.0,6.01875,6.669270239,3.628094726,0.0,4.237422037,4.099236641,2.474144487,9.684857143,2.729735405,2.423704867,0.0,4.231472081,7.905446485,2.559861592,4.254674709,4.478812416,4.117674419,7.599730458,0.0,23.6841,2.867743902,0.0,5.822208884,3.066206897,15.47304653,10.5364726,7.078028169,6.252884615,24.68177521,0.0,6.529039423,3.190191898,0.0,12.34574842,9.26454918,4.030839416,3.193861066,0.0,8.413718412,2.23030303,0.0,0.698022472,0.0,0.0,3.536651871,6.407477243,2.879839142,6.845630499,0.0,7.800194932,3.853739754,7.194202899,0.0,5.675174477,0.0,0.0,6.484067797,0.869329897,8.131368187,8.275733634,4.278963111,0.0,0.0,7.384320875,38.8000993,5.762993763,6.520135135,4.929038855,0.0,2.921637427,8.02173913,11.7813059,8.719326923,0.0,0.568573731,4.123341094,2.196201923,5.490916598,5.546163216,0.0,4.864795433,0.0,1.804964539
C24H42O21,30.77631579,0.628473804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.522857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.8826613,1.2747,0.0,0.0,0.0,1.752095491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.743049793,0.0,0.0,0.0,9.839660743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835380117,0.0,0.0,0.0,4.10106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C26H29NO,0.0,0.0,0.0,0.278889758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.91724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.656397059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90529857,0.0,4.532053422,9.160756501
C26H36O8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9853125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.81259145,0.0,0.0,5.23464191,0.0,0.0,0.0,1.422596154,0.0,3.090398936,0.0,0.0,0.0,0.0,0.0,14.119023725,0.0,0.0,0.0,0.0,0.0,3.8925842695,15.653438115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C26H43NO5,23.1168522265,0.0,0.0,0.452814699,0.84454787225,0.0,0.0,0.0,4.3285347775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9384615375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.658291315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713226979,2.7143754125,0.564530686,0.0,1.60629022825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.300204918749998,0.0,0.0,1.568120638,0.0,0.0,1.67364406775,0.55840850525,2.3008064515,1.09359480825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562014315,0.0,0.0,0.0,0.0,0.0,0.0,1.448630137,0.8507130385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C26H43NO6,105.86012146666667,0.0,0.0,1.5514464426666668,4.469503546666666,0.0,0.0,0.0,20.886830103333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566614338,0.9127305443333333,0.0,1.2096263456666665,0.0,0.0,1.7187134503333334,0.0,6.990476189666666,203.1854838666667,0.0,0.0,0.0,4.5128851533333325,0.0,0.0,8.777397259999999,3.0241314553333334,0.0,3.9597163866666674,0.0,2.0169905606666667,1.5040511726666665,0.0,0.0,2.301434426333333,0.0,1.3985460420000002,3.1021810970000003,2.925391095,0.9532467533333333,2.0346401403333334,0.0,0.0,3.2203294776666667,0.0,0.0,2.080857909,1.41771261,0.0,0.0,19.44262295,0.0,1.0910464466666667,0.7182452643333332,0.7957698816666667,0.0,10.64497175,2.594888316,3.697107896666667,3.4655756199999996,0.0,2.531742738666667,0.0,0.0,0.0,0.0,1.326418919,1.5475800953333334,0.0,0.0,19.40576752333333,3.0577817529999995,0.0,0.0,0.0,9.97345751,0.0,0.0,2.0065164433333336,3.0372582003333335,0.0,5.63430718,1.0139479906666666
C26H45NO6S,51.662449394999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6192987455,0.0,0.0,0.0,1.5983097055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.76716418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.092686722,0.0,2.806454918,0.0,0.0,0.0,4.8167870035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3517418035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.208352145,0.0,0.0,0.0,0.0,8.75079444,8.944906445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.109866017,0.0,0.0,0.0,0.0
C27H34N2O9,0.0,6.808428246,0.0,4.522283034,0.0,0.0,2.888337989,0.0,0.0,0.0,7.453583618,0.0,5.541657579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.800837209,0.0,4.278024194,11.373,0.0,0.0,0.0,0.0,0.0,7.692380137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.463321168,0.0,0.0,0.0,0.0,11.56518432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.618410744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54253112,0.0,5.028350046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.328931876,0.0,4.420367279,0.0
C27H35N5O7S,4.012145749,11.091571753,16.32790822,13.85875684,10.871409573500001,4.6402006175,3.687255587,7.947708335,0.0,0.0,15.29880546,29.79417879,12.890512539,4.3853612165,9.85257143,0.0,0.4588697015,0.0,1.531472081,3.142590247,2.520934256,0.0,0.67854251,1.6971627905,0.0,5.462449595,9.2076,0.0,0.0,0.0,0.0,3.6318700615,6.760402395,19.160704225,2.4657451925,1.097347689,0.0,0.0,0.0,0.0,0.0,3.023770492,1.761131387,4.0583602585,0.0,7.627527075,4.375036075,0.0,0.0,2.7229862475,0.0,0.0,1.6133289985,0.0,1.8535777125,0.0,0.0,0.0,0.0,2.247146055,1.8860667995,0.0,0.7916466345,4.956101695,0.0,0.0,5.067325055,0.0,0.0,0.0,0.0,7.00427011,0.0,0.0,0.5130879345,0.0,0.0,0.0,3.75872093,0.0,0.0,7.81897663,3.4210128055,5.6428125,7.509289842499999,10.0700974445,4.4033641715,23.476641294,8.2002921545,0.0
C27H44O2,0.0,0.0,0.0,0.0,0.0,0.0,1.47150838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643485086,0.0,0.0,1.025205826,2.559861592,0.0,9.731848853,1.050697674,2.674663073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.705425532,0.0,0.0,33.77022822,16.86282502,0.0,25.98886861,0.0,18.6128883,0.0,1.210966811,5.782504389,0.0,0.0,0.0,0.787571338,2.613003901,0.0,0.0,0.0,2.59005848,0.0,0.0,0.749076665,0.0,2.354314721,0.0,0.0,0.0,2.403337041,0.0,0.0,0.0,2.264779412,0.0,0.0,1.759251559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04787234,0.72256245,0.0,6.093028846,4.643930636,0.795127893,0.0,5.052901998,2.411519199,1.20212766
C27H46O,1.5754048585,2.348405467,8.08783351,80.16896012,6.47180851,0.0,3.7704259775,8.7273958315,0.0,4.229547901,5.60238908,8.565904365,0.0,0.0,4.0454285715,0.0,0.0,0.0,11.64035533,0.0,0.0,1.454114606,1.9476383265,2.9907906975,0.0,0.0,5.39355,0.0,0.0,0.0,0.0,0.0,5.220847605,0.0,5.281610575,0.0,0.0,0.0,0.0,292.43262445,4.6157413915,0.0,34.45634124,4.9977382875,0.0,2.74900722,1.9556998555,0.0,1.474516854,0.0,0.0,3.5090678505,5.38829649,2.523136729,3.168123167,0.0,0.0,0.0,0.0,1.4666759935,0.0,2.1813028765,5.72623197,8.347457625,0.0,6.82558398,2.855417607,0.0,2.4446576765,0.0,0.0,0.0,7.227442825,0.0,0.0,4.6054258675,7.355555555,41.43766637,0.0,0.0,7.032011605,44.361442385,3.3540454015,0.0,3.366391412,4.7597137635,0.0,3.53905804,0.0,0.0
C27H48O8S,173.4317814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.04179019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.533266129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.47038995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35478456,0.0,0.0,0.0,17.95050847,0.0,0.0,37.43668172,0.0,12.99429461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4182917,0.0,0.0,0.0,0.0,3.592178301,0.0,0.0,0.0
C28H38N2O4,1.1154520916666668,3.4237661349999997,7.7465314833333325,56.90555121333333,5.718351063333333,4.74207819,0.0,6.784375,1.4822690993333336,3.931808396666666,0.0,5.406756756666667,12.446237731666667,2.3665399239999996,0.0,1.5208315833333335,5.398482469,0.0,14.053694304333332,1.2051298289999999,0.0,0.850538561,1.8213675213333334,3.2848372093333333,2.6478885893333333,9.429939517000001,0.0,24.641585366666664,2.228057107333333,0.0,1.4879045093333336,0.0,3.341267123333333,2.5195305163333335,5.918749998333333,0.0,1.0037234043333334,4.170072183333334,0.0,133.48485476666667,3.7282501766666667,2.6536202186666666,21.224361313333333,3.4600161566666667,0.0,0.0,1.2924963923333332,4.604622586666667,1.1808539326666667,0.0,0.0,3.7968294233333335,3.130169050666667,2.44922252,0.0,0.0,0.0,0.0,0.0,1.4533855623333334,1.2996011963333334,3.0455160743333334,5.217908653333333,4.100451976666666,1.769587629,0.0,0.0,6.839481556666667,1.7817427386666667,5.223676469999999,0.0,0.0,5.324670823333333,0.0,0.0,5.04511041,8.891812864333334,30.277817213333336,0.0,0.0,6.2379110266666675,21.847622884,2.2813154829999998,0.0,2.976878612666667,3.9273447,0.0,2.200475737333333,2.0149415693333332,0.0
C29H40N2O4,0.0,0.0,0.0,3.691243159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071428571,0.0,0.0,0.0,0.0,0.0,0.0,14.9307907,0.0,9.102822581,0.0,0.0,0.0,0.0,35.33538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.635362319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3047817,9.712297297,10.06891616,16.45249211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.203410475,0.0,0.0,0.0,0.0
C2H7NO3S,2.799797571,5.63667426,11.64845251,0.0,0.0,7.451234568,0.722765363,11.9825,14.84486887,0.0,4.300682594,0.0,9.186804798,1.575057034,0.0,18.07572449,0.248508634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92953629,0.0,0.0,0.0,0.0,0.0,60.44644425,0.0,0.0,0.0,0.0,0.0,0.0,4.471641791,0.0,0.0,0.0,0.0,11.65274637,0.0,7.613537906,4.023376623,19.35342305,2.051865169,11.67897839,22.65741325,0.0,0.0,0.0,4.134897361,6.401724138,0.967836257,0.0,2.546231884,2.370285395,0.0,0.0,1.114182692,7.64,0.0,0.0,0.0,0.0,34.27282158,0.0,1.573837739,62.33892751,7.185031185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.256228172,0.0,1.885218827,5.748416565,5.104289319,0.0,0.0,0.0
