formula,A001,A002,A003,A004,A005,A006,A007,A008,A009,A010,A011,A012,A013,A014,A015,A016,A017,A018,A019,A020,A021,A022,A023,A024,A025,A026,A027,A028,A029,A030,A031,A032,A033,A034,A035,A036,A037,A038,A039,A040,A041,A042,A043,A044,A045,A046,A047,A048,A049,A050,A051,A052,A053,A054,A055,A056,A057,A058,A059,A060,A061,A062,A063,A064,A065,A066,A067,A068,A069,A070,A071,A072,A073,A074,A075,A076,A077,A078,A079,A080,A081,A082,A083,A084,A085,A086,A087,A088,A089,A090
C12H23N3O4,4.151821862,2.298405467,6.913447172,0.811336982,0.0,2.579783951,1.806284916,9.718958333,0.0,4.023035522,3.931399317,5.525051975,1.695310796,2.243269962,3.497142857,0.0,1.523547881,4.229824561,3.843824027,2.991640279,0.0,4.9507109,4.58245614,0.708837209,1.860916442,1.29828629,0.0,5.869207317,7.120297952,3.690516206,11.88859416,6.891044776,0.0,0.0,3.387740385,3.501838235,0.0,7.003109384,4.499360341,0.0,4.578636683,5.736680328,4.624270073,0.0,0.0,2.306859206,2.028138528,12.95722645,1.315146067,13.31100196,0.0,7.249651237,3.347789337,0.0,5.698416422,0.0,3.209551657,2.909477459,5.563913043,1.081980974,7.356281157,3.647377327,4.316646635,4.830508475,2.183118557,9.027030033,8.244920993,3.515952144,0.0,3.700147059,2.979216044,17.29453823,0.783783784,2.093513514,2.877709611,1.332492114,3.281871345,4.025110914,0.0,6.268557692,4.151547389,0.440451249,3.62008149,2.425240385,3.876218002,4.195066991,2.704541632,0.0,2.275292154,3.33286052
C12H23N3O7,5.480364372,0.0,3.632977588,0.0,0.0,0.0,0.0,0.0,4.147662486,0.0,6.676109215,10.82993763,1.81046892,0.0,0.0,0.0,0.0,0.0,0.0,3.381697277,0.0,0.0,2.972469636,0.848930233,0.0,6.805947581,0.0,0.0,0.0,0.0,13.78854111,0.0,0.0,0.0,2.543028846,0.0,0.0,0.0,0.0,0.0,0.0,3.783196721,2.926642336,2.603311793,0.0,3.429241877,0.0,0.0,0.0,8.845579568,0.0,0.0,0.0,0.0,0.0,0.0,1.517738791,0.947182377,1.521884058,0.0,0.0,0.0,0.0,0.0,0.758247423,0.0,0.0,0.0,0.0,0.0,3.788969918,10.57537239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.290384615,0.0,0.508622079,0.0,0.0,0.0,0.0,2.553658537,4.646146527,2.747579299,0.0
C12H23NO6S2,2.939271255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54394464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185373444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.89571559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H24O11,3.167611336,0.485193622,1.9663287085,3.64960907,0.0,0.0,0.0,6.0614583335,0.0,0.0,2.666894198,1.950779626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9525649145,0.0,0.0,1.464979757,0.274604651,0.0,49.395514115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990264423,0.0,0.0,1.962243198,2.597654584,0.0,0.0,0.0,0.0,1.743174475,0.0,2.073736462,0.924819625,0.0,0.0,3.4184675835,0.0,3.523906151,0.0,0.0,0.0,0.0,0.0,0.658862705,10.817101446999999,1.100951315,1.530882353,1.097208122,1.1142728365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.412611718,0.5395010395,0.0,0.0,0.755488959,0.0,0.0,0.690429338,2.413269231,2.925,0.245004029,0.0,0.0,2.213583815,0.0,28.506055508,0.0,0.6603505845,0.0
C12H25N3O7,0.0,0.0,0.0,0.0,0.0,0.0,8.927304469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.85444744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.460787671,7.636338028,0.0,0.0,0.0,11.71549139,0.0,0.0,0.0,0.0,6.281113139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.238063525,0.0,0.0,0.0,0.0,0.0,0.0,3.677061856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.566056782,0.0,15.36548358,0.0,13.65173077,0.0,0.0,0.0,4.224663462,3.957968621,0.0,0.0,0.0,3.484808013,5.444208038
C12H26N4O6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.357647566,0.0,0.0,10.39137466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.843391393,0.0,0.0,5.313559322,0.0,0.0,0.0,27.74626289,0.0,0.0,0.0,0.0,0.0,0.656608933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.59096099,3.937562604,0.0
C12H8O2,0.0,1.608656036,12.76616862,0.765363565,4.259840426,8.665277778,0.0,0.0,0.0,2.447470398,0.0,6.062058212,0.0,3.944942966,3.976857143,10.26400672,0.0,8.068421053,9.069712352,0.0,0.0,6.721887118,4.01511471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.62168569,0.0,0.0,4.075721154,7.891859244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25523466,7.955699856,0.0,1.77411236,3.196660118,0.0,0.0,0.0,0.0,0.0,5.678448276,2.64834308,2.894877049,2.971014493,6.699552322,2.282303091,1.834010152,7.948557692,0.0,0.0,0.0,14.44909707,0.0,5.592946058,1.204852941,0.0,18.34558093,0.0,0.0,0.0,0.0,0.0,3.298935226,0.0,6.008076923,8.921373308,0.0,0.0,0.0,0.0,3.137210719,4.213624895,6.26489058,1.374540902,3.308037825
C12H9NO,3.567611336,1.7261959,16.56531483,0.980688038,15.34069149,2.641203704,0.0,6.7425,8.348004561,7.206620022,10.88395904,34.24459459,0.0,2.968745247,0.0,0.0,0.765934066,2.583535762,2.279187817,0.0,2.616435986,3.255277897,2.366126856,1.498883721,8.676280323,5.983669355,7.7259,0.0,0.0,0.0,0.0,0.0,29.0619863,0.0,4.090144231,0.0,14.10494681,2.751637979,0.0,0.0,5.437104708,7.24795082,5.264233577,0.0,52.97686715,4.056137184,3.323665224,0.0,2.203011236,8.022003929,0.0,1.246227013,4.209362809,1.187774799,4.438768328,2.838275862,5.664522417,2.247233607,0.0,2.000615557,0.0,0.0,0.0,0.0,1.240850515,0.0,0.0,5.761615155,12.2439834,3.322941176,2.247402005,14.41787488,1.869022869,0.0,2.513701431,0.0,3.763157895,7.974090506,6.522182469,4.757884615,6.638878143,0.753988719,2.026135041,1.165384615,0.0,0.0,7.121530698,2.372597526,2.603338898,0.0
C13H10O4,0.0,0.0,10.52561366,0.501485536,0.0,8.122993827,2.404818436,0.0,0.0,2.966092573,0.0,0.0,5.59563795,0.0,0.0,10.76031079,0.0,4.088124157,6.451607445,17.45509816,3.016608997,0.0,6.337516869,0.883534884,0.0,0.0,11.4717,0.0,0.0,0.0,0.0,8.597278314,5.664811644,0.0,7.134855769,0.0,38.79079787,2.378845086,0.0,16.95093361,7.797470134,9.186270492,0.0,4.848465267,47.7386649,8.822924188,7.331746032,43.05833821,3.232449438,8.391159136,18.86203996,3.825808497,4.549739922,1.660697051,0.0,2.720344828,0.0,3.107120902,3.266231884,7.376608842,2.910119641,4.239086294,3.835997596,7.656949153,1.790335052,0.0,4.759029345,3.380159521,0.0,3.234485294,0.0,12.15580933,0.0,0.0,1.734560327,0.0,4.601169591,0.0,0.0,5.597019231,0.0,0.238839645,0.0,3.017163462,5.159950454,4.381973203,3.752144659,7.106660324,0.0,4.347990544
C13H12N4,0.0,0.0,8.245677695,0.0,0.0,0.0,0.0,4.682083333,0.0,15.4934338,0.0,17.59428274,7.504252999,8.521368821,0.0,0.0,0.0,10.07139001,0.0,0.0,30.77889273,26.66057734,52.23495277,11.53869767,47.2425876,0.0,0.0,20.95152439,0.0,0.0,10.37649867,0.0,18.09118151,47.98704225,7.589663462,0.0,0.0,0.0,0.0,0.0,0.0,13.20266393,46.97846715,0.0,0.0,0.0,0.0,0.0,0.0,8.108447937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.109887295,0.0,0.0,6.584147557,7.256683587,0.0,0.0,18.72615979,10.16329255,0.0,8.96111665,0.0,14.57448529,0.0,0.0,0.0,0.0,0.0,0.0,69.51608187,30.92795031,0.0,51.99173077,27.90087041,5.855680902,0.0,6.017596154,14.61131296,1.359683313,0.0,38.75309229,24.63130217,6.28108747
C13H12N4O2,0.0,1.5616173125000001,8.4672358575,0.0,0.0,0.0,0.0,1.0311458335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1958398745,3.9504048585000002,0.0,0.0,0.0,1.642180095,1.9180836705,0.0,0.0,2.017590726,0.0,0.0,0.0,0.0,12.494721485,2.946400351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.609215915,0.0,0.0,5.57807571,3.2168674700000004,0.0,2.6584986595,2.5424340175,2.870775862,1.127777778,0.0,0.0,0.0,1.7971585245,0.3849407785,2.382331731,2.4747457625,2.3105670105,0.0,0.0,6.459870388500001,3.3600622405,1.6125,0.0,0.0,0.7092515595,0.0,0.0,0.84511041,0.0,0.0,0.0,7.55206731,0.0,0.697179694,2.878812573,1.9134375,0.0,0.0,0.0,0.0,0.0,3.1570921985
C13H12N4O4S,0.0,0.0,5.31547492,0.458795934,2.971010638,0.0,0.0,0.0,2.038939567,3.20247578,4.276109215,2.564345114,5.770338059,1.794980989,0.0,0.0,0.614599686,1.002294197,2.090186125,2.711779607,0.0,2.198492029,2.343724696,1.442232558,12.67061995,0.0,0.0,2.422865854,0.0,2.68607443,0.0,0.0,3.023373288,4.372676056,2.591586538,0.0,0.0,3.055469184,6.828784648,0.0,0.0,0.0,3.87810219,0.0,0.0,0.0,2.021500722,0.0,1.214696629,0.0,0.0,0.0,1.755721717,0.84772118,2.207155425,3.016896552,2.53411306,1.64170082,0.0,0.0,0.0,2.813874788,1.212620192,8.246440678,0.0,21.09844271,14.41625282,3.654735793,2.936825726,1.750147059,2.08769371,3.557994042,0.841164241,0.0,2.597137014,1.115394322,0.0,3.668944099,0.0,0.0,0.0,0.0,2.84371362,1.662548077,0.0,0.0,0.0,0.0,1.452170284,2.100472813
C13H13N5O2,1.1044534415,0.905353075,0.0,0.6110242379999999,3.51143617,3.452314815,1.636277933,6.431458335,9.56049031,6.67411195,9.671843005,10.40317048,3.4990730645,10.7029277585,5.559142855,0.0,0.609968603,1.563765182,1.9882402705,1.044965168,2.432785467,1.7323998275,2.9351551955,0.646744186,5.018598385,2.769858871,0.0,7.314603658999999,0.0,3.792557023,4.127984085,1.7934152765,3.645462329,4.883943662,1.357451923,0.0,0.0,0.0,6.1464818765,0.0,0.0,3.9587090165,4.6803832115,2.380977383,0.0,2.874368231,3.1511544015,0.0,0.0,7.9555009845,2.0702418505,1.8101775525,1.9543888165,1.0530563005,0.0,2.500862069,3.141520468,2.845619877,0.864130435,3.117851147,1.4317298105,0.9526226735,2.2431490385,2.549661017,1.518878866,12.071245829999999,3.1496613995,5.07996012,2.7423236515,1.8106985295,1.71071103,8.04860973,0.715800416,0.0,0.0,1.0655205045,13.405701754999999,14.932919255000002,0.0,10.52826923,9.81934236,0.54995971,1.949912689,2.056514423,1.7789430225,2.9553288670000004,1.5992851135,2.534871551,2.4398163605,0.0
C13H16N2O4,0.0,0.745785877,2.958057631,0.0,0.0,0.458179012,0.0,14.18,8.505701254,0.0,6.997952218,0.0,1.660632497,0.0,6.756285714,0.0,0.0,0.0,0.0,0.0,6.247750865,0.0,0.0,0.778604651,28.55121294,0.0,0.0,0.0,0.0,0.0,0.0,3.174626866,1.975171233,0.0,1.653846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.176031434,13.829653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.70219966,1.574278846,0.0,9.925902062,0.0,0.0,5.519042871,0.0,1.451029412,1.74721969,0.0,0.0,0.0,0.0,0.0,4.812865497,0.0,0.0,3.402692308,0.0,0.411442385,0.0,1.678413462,2.679438481,0.0,9.340370059,0.0,0.0,2.930023641
C13H18N2O2,2.790890688,0.0,11.04557097,0.764425332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37359667,0.0,0.0,8.195142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.147813953,0.0,0.0,6.3651,0.0,0.0,1.384993998,9.983872679,10.10517998,0.0,0.0,0.0,0.0,0.0,15.85419212,0.0,28.78661826,0.0,0.0,4.598266423,0.0,0.0,4.391696751,3.997835498,0.0,2.369932584,7.255206287,0.0,0.0,0.0,0.0,1.526920821,0.0,0.0,2.292879098,0.0,0.0,0.0,0.0,4.486117788,0.0,0.0,9.42246941,0.0,18.80667996,0.0,0.0,3.717319964,0.0,0.0,1.966216216,2.307157464,0.0,5.439766082,20.30124224,7.743649374,9.802211538,12.56344294,0.0,4.614551804,2.402740385,2.337324525,0.0,2.687888982,3.914557564,2.017863105,2.076359338
C13H18N4O6,0.0,3.344798785,10.214407683666668,0.18326817833333334,1.377039007,0.4855967076666666,0.0,0.0,0.8720068416666668,1.2140473626666666,1.357679181,0.0,0.8046892040000001,0.45787072233333337,0.0,0.0,0.0,0.17300944666666665,0.0,0.0,0.0,0.0,0.626405758,0.21525581400000002,0.0,0.0,0.0,0.0,0.0,0.0,1.6645092836666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9995850623333333,0.0,2.2467213113333333,0.0,2.4642972536666665,6.721348313333333,0.0,0.0,0.0,0.0,14.56411264,0.0,3.602599873333334,0.0,0.3825201073333333,0.9100879766666667,0.0,0.9257959713333334,0.0,1.2880676326666667,0.4060436486666667,0.0,0.0,0.5557692306666667,2.3957062146666663,0.42955326466666666,3.999666296,0.0,0.0,1.4302904563333334,0.0,0.0,1.433366435,0.6769923769999999,0.916081081,0.42379004766666667,1.5857413249999999,0.0,0.7517302573333333,0.0,3.9357692309999996,1.6296905223333333,0.203142627,0.0,0.0,1.8288191576666668,0.38739342266666665,0.0,4.849096100000001,3.2146076796666665,3.480535855
C13H24N2O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.5281707,0.0,0.0,48.71920424,0.0,8.72260274,0.0,0.0,0.0,0.0,26.6008884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.425160913,0.0,0.0,4.140483701,0.0,0.0,10.91983914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.805184447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.74958991,0.0,0.0,0.0,0.0,35.29381044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H10O2,0.0,1.133029613,0.0,0.0,2.736968085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.021264995,0.0,4.731142857,0.0,0.452433281,0.0,0.0,0.0,0.0,0.0,1.79122807,0.564837209,10.69272237,20.13568548,0.0,0.0,0.0,2.11452581,0.0,0.0,0.0,0.0,3.275240385,0.0,0.0,2.293059411,5.047761194,7.952489627,0.0,0.0,0.0,2.015185784,0.0,0.0,1.814718615,0.0,1.633483146,3.399607073,0.0,0.0,2.424577373,0.0,2.464398827,0.0,2.90331384,1.786936475,0.0,3.587409065,1.976769691,1.640439932,1.962259615,10.82237288,0.0,21.50422692,10.07437923,16.5442672,0.0,1.677132353,0.0,3.608341609,0.567567568,2.523445946,1.934355828,0.94977918,2.987719298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.907978076,0.0,0.0,0.0,2.512293144
C14H14N6O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8544562335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.140111175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.61764135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.6778087,0.0,49.911415755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.653894231,0.0,0.0,0.0,0.0,0.0,0.0
C14H16O9,1.641093117,3.128701595,8.519743863,0.789992181,4.550265957,0.0,0.0,4.283958333,3.908722919,3.742895587,0.0,0.0,0.0,0.0,6.632857143,0.0,0.762794349,0.0,0.0,7.346485117,0.0,17.33433865,2.71025641,0.852837209,6.631266846,8.094858871,0.0,2.921341463,0.0,0.0,0.0,0.0,0.0,0.0,3.134615385,0.0,0.0,6.801721266,5.078678038,0.0,6.367673928,3.343032787,0.0,2.761308562,0.0,2.80234657,0.0,0.0,2.290921348,0.0,0.0,1.039441978,2.532054616,0.0,2.360762463,3.50137931,1.890838207,0.0,3.858405797,2.217011752,1.497607178,0.0,3.26015625,14.40237288,0.0,12.24994438,11.75857788,3.293120638,3.763070539,0.0,4.349316317,0.0,0.0,0.0,2.51002045,0.0,0.0,0.0,8.248658318,5.540480769,0.0,0.492667204,1.79685681,0.0,1.801734104,3.37819732,1.627670311,0.0,0.0,5.428132388
C14H17NO6,2.790080972,0.0,0.0,0.0,0.0,0.0,1.864315642,0.0,3.677993158,3.199892357,11.85290102,0.0,10.75288986,0.0,0.0,0.0,0.0,4.916734143,0.0,5.43989867,7.382698962,4.781128824,0.0,0.0,4.537466307,0.0,0.0,0.0,0.0,7.02364946,0.0,0.0,5.142636986,0.0,0.0,0.0,0.0,7.425374792,0.0,0.0,0.0,0.0,0.0,0.0,34.03126239,0.0,0.0,0.0,2.194786517,0.0,5.290536278,3.835129994,0.0,1.870134048,0.0,0.0,13.25808967,3.821618852,0.0,0.0,0.0,0.0,3.856370192,6.713898305,4.560051546,19.84471635,7.737697517,18.91016949,0.0,1.610735294,0.0,9.657497517,0.987318087,1.609256757,3.965848671,1.444542587,0.0,0.0,0.0,5.271346154,0.0,0.0,0.0,2.787259615,2.866226259,0.0,0.0,0.0,0.0,0.0
C14H17NO7,2.725101215,1.314123007,0.0,0.640109461,0.0,4.445061728,0.0,0.0,9.824572406,4.01722282,0.0,0.0,0.0,0.0,0.0,4.095674087,0.0,1.950067476,0.0,6.217162761,0.0,4.433950883,2.785964912,0.805395349,0.0,5.47983871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.339255319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.673844353,0.0,0.0,0.0,2.627520609,0.0,0.0,0.0,0.0,1.573489279,0.0,0.0,0.0,0.0,0.0,3.609555288,4.856610169,1.706829897,23.60989989,0.0,6.026919242,0.0,0.0,4.822151322,12.51807349,1.294802495,1.391351351,0.0,0.74214511,0.0,0.0,0.0,0.0,0.0,0.0,3.643830035,0.0,2.527828241,0.0,2.778216989,0.0,0.0,0.0
C14H19N2O7P,1.975303644,1.9523918,0.0,0.28264269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.467439516,0.0,0.0,0.0,4.785354142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.900852878,0.0,0.0,0.0,0.0,7.764135703,0.0,4.590433213,0.0,0.0,6.597977528,3.849115914,0.0,0.0,0.0,0.0,15.52645161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.20066741,15.52009029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.634969325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.115391085,0.0,0.0,0.0
C14H20N2O16P2,7.595394734999999,25.723291571,16.38033618,1.1194292415,13.2623005315,26.0130015425,32.4537884075,26.6139583325,8.6212799325,8.593635629,25.4917235475,19.0140592525,18.467420938750003,6.2271672995,19.665,6.2699496020000005,31.0826923075,3.8530701755,20.509137055,2.96508866375,0.816782007,1.68699913825,4.781342781,31.0612325575,3.9430592995,17.14513609,12.105375,0.4310213415,2.28840782125,0.32076830725,0.0,8.420149253,6.44178082325,8.947605634,19.0419471155,0.35097163875,0.0,0.0,0.26401918975,31.6864886,23.9379128595,5.27453893425,22.724452555,12.465569465,17.1910608075,9.562951265,7.208152956999999,6.38491808,7.592764045499999,1.4673870335,0.0,21.1174223225,17.84024707325,4.822801609,13.313929617500001,0.306336207,0.0,4.05645491875,0.0,5.7250979285,6.264032902,19.69974619375,40.667217545,37.452881355,3.0144007732499998,8.421273638,0.902285553,2.394092722,7.1795383815000005,14.62180147,3.2734731082499997,0.62457795425,3.6343555100000002,3.2944763515,1.66385480575,3.4388328075,10.498464911500001,5.453305236,0.0,0.91081730775,14.10203094675,2.38857775975,11.279642025000001,5.09390624975,16.79616019975,15.44566077975,10.06204794025,18.673358704749997,13.50795075025,7.04810874725
C14H20N2O3,4.63972672,2.145785877,0.0,5.06464034425,3.685970745,3.05783179125,3.2386173185000002,2.8555729175,2.07712371725,1.200161464,0.0,2.548362785,3.63247001,1.926501901,0.624,2.328748425,3.385714286,6.3995276645,4.10786802,2.31830272325,0.0,2.84489444225,4.76582321275,0.0,11.5336253375,8.19155746,3.059175,1.1286585365,0.0,3.413565426,4.038938991,5.8303116775,13.6412671225,3.78584507,5.3106971155,1.86389180675,6.23613032,2.42032204325,2.61945629,0.0,5.539511595,0.0,8.3954151475,0.0,0.0,0.0,1.590007215,0.0,1.38842696625,14.174508840000001,1.380152471,5.27834496,1.73109557875,1.272386059,0.0,0.0,0.306920078,2.32461577875,0.6932971015,0.0,9.124351945499999,2.3156937395,0.0,0.0,10.786050258500001,3.45442158,2.23670993225,3.75052343,0.0,5.1120772055,8.470897902499999,6.04416584,3.0784823275,2.04278716225,3.3745910025,5.740410095,4.796929825,20.9593389525,1.93618067975,11.63329327,0.0,5.347663175,0.612791036,1.12889423075,20.3190545,0.0,1.6213624895,7.11301141675,8.447954926,19.871572105
C14H20N4O2,0.0,4.961503417,0.0,0.0,1.781117021,0.0,0.0,7.749375,33.34515393,0.0,12.67679181,0.0,0.0,0.0,0.0,26.35552289,0.0,2.071390013,0.0,16.75725142,0.0,0.0,1.823211876,0.484186047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.92107112,0.0,0.0,0.0,0.0,0.0,3.320488617,0.0,0.0,0.0,0.0,17.19963504,5.540549273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.67095751,1.708127438,6.594530831,25.35941349,6.795,0.0,0.0,14.29724638,0.0,0.0,1.839932318,0.0,8.044745763,0.0,0.0,30.08058691,0.0,10.99201245,1.514558824,7.299544211,6.689672294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.643461538,0.0,0.0,11.04953434,0.0,0.0,16.3183922,0.0,5.055756422,0.0,0.0
C14H20O7,3.889676113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.646770721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.41449893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091946734,0.0,0.0,7.284809384,0.0,0.0,0.0,3.027826087,0.0,15.08838485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.926094137,1.123447016,0.0,0.0,0.0,0.0
C14H22N2O2,0.0,0.0,0.0,0.0,0.0,1.357407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.20745798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.293362193,0.0,0.0,0.0,0.0,0.0,0.0,0.816675603,0.0,0.0,0.0,0.0,6.705072464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.609779412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C15H10O5,0.0,0.0,0.0,1.451446443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.08416632,0.0,0.0,1.875972927,0.0,0.0,0.0,0.801349528,0.0,0.0,8.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.022510373,0.0,0.0,0.0,0.0,0.0,0.0,1.616450216,0.0,0.0,0.0,0.0,0.0,0.0,0.694262735,0.0,2.896896552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.422033898,0.0,7.091212458,1.949322799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.604772992,0.0,0.0,0.0,16.89285114,0.0,0.0,0.0
C15H12O5,0.303238866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.022866894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.110344828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.484872299,0.0,0.715472416,0.0,0.0,0.0,0.0,0.0,0.0,6.586811594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.210468594,0.0,0.0,2.609480401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91404542,0.0,0.0,0.792907801
